detector,n_bins,n_obs_per_period,alpha,testing_set,time_model_creation,time_model_prediction,n_tp,n_tn,n_fp,n_fn
Clark,40,168,2.5,anomalous,0.3267960548400879,0.08629298210144043,29,0,0,1
Clark,40,168,5,normal,0.325977087020874,0.08229494094848633,0,29,1,0
Clark,40,168,5,anomalous,0.325977087020874,0.08529305458068848,30,0,0,0
Clark,40,168,10,normal,0.33049511909484863,0.08513522148132324,0,25,5,0
Clark,40,168,10,anomalous,0.33049511909484863,0.08681607246398926,30,0,0,0
Clark,40,168,15,normal,0.3249521255493164,0.08110213279724121,0,21,9,0
Clark,40,168,15,anomalous,0.3249521255493164,0.08558893203735352,30,0,0,0
Clark,50,168,1,normal,0.379749059677124,0.12240004539489746,0,29,1,0
Clark,50,168,1,anomalous,0.379749059677124,0.10045909881591797,24,0,0,6
Clark,50,168,2.5,normal,0.38294100761413574,0.09587407112121582,0,29,1,0
Clark,50,168,2.5,anomalous,0.38294100761413574,0.0993661880493164,26,0,0,4
Clark,50,168,5,normal,0.3775191307067871,0.09526705741882324,0,29,1,0
Clark,50,168,5,anomalous,0.3775191307067871,0.0996999740600586,26,0,0,4
Clark,50,168,10,normal,0.3799717426300049,0.09501791000366211,0,24,6,0
Clark,50,168,10,anomalous,0.3799717426300049,0.10152173042297363,30,0,0,0
Clark,50,168,15,normal,0.37828707695007324,0.09416604042053223,0,20,10,0
Clark,50,168,15,anomalous,0.37828707695007324,0.09923720359802246,30,0,0,0
Clark,10,336,1,normal,0.10650920867919922,0.027064085006713867,0,15,0,0
Clark,10,336,1,anomalous,0.10650920867919922,0.027652740478515625,12,0,0,3
Clark,10,336,2.5,normal,0.10394692420959473,0.02688288688659668,0,14,1,0
Clark,10,336,2.5,anomalous,0.10394692420959473,0.02733778953552246,12,0,0,3
Clark,10,336,5,normal,0.10415101051330566,0.027285099029541016,0,13,2,0
Clark,10,336,5,anomalous,0.10415101051330566,0.027102947235107422,13,0,0,2
Clark,10,336,10,normal,0.10599708557128906,0.026819229125976562,0,11,4,0
Clark,10,336,10,anomalous,0.10599708557128906,0.02755904197692871,14,0,0,1
Clark,10,336,15,normal,0.10404109954833984,0.02727675437927246,0,11,4,0
Clark,10,336,15,anomalous,0.10404109954833984,0.02696084976196289,15,0,0,0
Clark,20,336,1,normal,0.12961673736572266,0.033936262130737305,0,15,0,0
Clark,20,336,1,anomalous,0.12961673736572266,0.03570199012756348,13,0,0,2
Clark,20,336,2.5,normal,0.13565492630004883,0.03429293632507324,0,15,0,0
Clark,20,336,2.5,anomalous,0.13565492630004883,0.03547477722167969,14,0,0,1
Clark,20,336,5,normal,0.13413405418395996,0.03437495231628418,0,15,0,0
Clark,20,336,5,anomalous,0.13413405418395996,0.03528189659118652,15,0,0,0
Clark,20,336,10,normal,0.1349470615386963,0.03386378288269043,0,13,2,0
Clark,20,336,10,anomalous,0.1349470615386963,0.03562808036804199,15,0,0,0
Clark,20,336,15,normal,0.1344609260559082,0.03421902656555176,0,10,5,0
Clark,20,336,15,anomalous,0.1344609260559082,0.03576517105102539,15,0,0,0
Clark,30,336,1,normal,0.16267609596252441,0.041512250900268555,0,15,0,0
Clark,30,336,1,anomalous,0.16267609596252441,0.042970895767211914,15,0,0,0
Clark,30,336,2.5,normal,0.1624908447265625,0.04152703285217285,0,15,0,0
Clark,30,336,2.5,anomalous,0.1624908447265625,0.0442349910736084,15,0,0,0
Clark,30,336,5,normal,0.16011691093444824,0.04214286804199219,0,15,0,0
Clark,30,336,5,anomalous,0.16011691093444824,0.04344296455383301,15,0,0,0
Clark,30,336,10,normal,0.15998291969299316,0.041792869567871094,0,13,2,0
Clark,30,336,10,anomalous,0.15998291969299316,0.04360795021057129,15,0,0,0
Clark,30,336,15,normal,0.16127991676330566,0.041471004486083984,0,11,4,0
Clark,30,336,15,anomalous,0.16127991676330566,0.04343104362487793,15,0,0,0
Clark,40,336,1,normal,0.18961572647094727,0.04976391792297363,0,15,0,0
Clark,40,336,1,anomalous,0.18961572647094727,0.053054094314575195,15,0,0,0
Clark,40,336,2.5,normal,0.18775296211242676,0.04994678497314453,0,15,0,0
Clark,40,336,2.5,anomalous,0.18775296211242676,0.052477121353149414,15,0,0,0
Clark,40,336,5,normal,0.18793010711669922,0.04940438270568848,0,14,1,0
Clark,40,336,5,anomalous,0.18793010711669922,0.0545501708984375,15,0,0,0
Clark,40,336,10,normal,0.1873149871826172,0.0494227409362793,0,13,2,0
Clark,40,336,10,anomalous,0.1873149871826172,0.05153322219848633,15,0,0,0
Clark,40,336,15,normal,0.18998289108276367,0.04921293258666992,0,10,5,0
Clark,40,336,15,anomalous,0.18998289108276367,0.0509798526763916,15,0,0,0
Clark,50,336,1,normal,0.21914291381835938,0.05748605728149414,0,14,1,0
Clark,50,336,1,anomalous,0.21914291381835938,0.06126713752746582,15,0,0,0
Clark,50,336,2.5,normal,0.21952176094055176,0.05768013000488281,0,13,2,0
Clark,50,336,2.5,anomalous,0.21952176094055176,0.06108379364013672,15,0,0,0
Clark,50,336,5,normal,0.22088289260864258,0.057271718978881836,0,12,3,0
Clark,50,336,5,anomalous,0.22088289260864258,0.06178689002990723,15,0,0,0
Clark,50,336,10,normal,0.22225117683410645,0.05786705017089844,0,9,6,0
Clark,50,336,10,anomalous,0.22225117683410645,0.06229710578918457,15,0,0,0
Clark,50,336,15,normal,0.21894192695617676,0.05718374252319336,0,6,9,0
Clark,50,336,15,anomalous,0.21894192695617676,0.06202077865600586,15,0,0,0
Clark,10,672,1,normal,0.0713338851928711,0.018291950225830078,0,6,1,0
Clark,10,672,1,anomalous,0.0713338851928711,0.01930403709411621,7,0,0,0
Clark,10,672,2.5,normal,0.0703129768371582,0.01827406883239746,0,6,1,0
Clark,10,672,2.5,anomalous,0.0703129768371582,0.018270254135131836,7,0,0,0
Clark,10,672,5,normal,0.07063078880310059,0.018124103546142578,0,6,1,0
Clark,10,672,5,anomalous,0.07063078880310059,0.018599271774291992,7,0,0,0
Clark,10,672,10,normal,0.06981110572814941,0.018503904342651367,0,6,1,0
Clark,10,672,10,anomalous,0.06981110572814941,0.018170833587646484,7,0,0,0
Clark,10,672,15,normal,0.07056093215942383,0.018012046813964844,0,5,2,0
Clark,10,672,15,anomalous,0.07056093215942383,0.0185239315032959,7,0,0,0
Clark,20,672,1,normal,0.08768892288208008,0.02338385581970215,0,7,0,0
Clark,20,672,1,anomalous,0.08768892288208008,0.023558855056762695,7,0,0,0
Clark,20,672,2.5,normal,0.08568906784057617,0.023025035858154297,0,7,0,0
Clark,20,672,2.5,anomalous,0.08568906784057617,0.02326488494873047,7,0,0,0
Clark,20,672,5,normal,0.08592987060546875,0.023437023162841797,0,7,0,0
Clark,20,672,5,anomalous,0.08592987060546875,0.02326202392578125,7,0,0,0
Clark,20,672,10,normal,0.08667278289794922,0.023077964782714844,0,7,0,0
Clark,20,672,10,anomalous,0.08667278289794922,0.023370981216430664,7,0,0,0
Clark,20,672,15,normal,0.08599686622619629,0.022996902465820312,0,7,0,0
Clark,20,672,15,anomalous,0.08599686622619629,0.02326512336730957,7,0,0,0
Clark,30,672,1,normal,0.1049509048461914,0.027677059173583984,0,7,0,0
Clark,30,672,1,anomalous,0.1049509048461914,0.02872300148010254,7,0,0,0
Clark,30,672,2.5,normal,0.10261917114257812,0.02911210060119629,0,7,0,0
Clark,30,672,2.5,anomalous,0.10261917114257812,0.028339862823486328,7,0,0,0
Clark,30,672,5,normal,0.10306525230407715,0.027952194213867188,0,7,0,0
Clark,30,672,5,anomalous,0.10306525230407715,0.029284000396728516,7,0,0,0
Clark,30,672,10,normal,0.10285019874572754,0.028321027755737305,0,7,0,0
Clark,30,672,10,anomalous,0.10285019874572754,0.028586864471435547,7,0,0,0
Clark,30,672,15,normal,0.10338878631591797,0.02885913848876953,0,7,0,0
Clark,30,672,15,anomalous,0.10338878631591797,0.028419017791748047,7,0,0,0
Clark,40,672,1,normal,0.12101078033447266,0.03303885459899902,0,7,0,0
Clark,40,672,1,anomalous,0.12101078033447266,0.03442978858947754,7,0,0,0
Clark,40,672,2.5,normal,0.12629199028015137,0.03345513343811035,0,7,0,0
Clark,40,672,2.5,anomalous,0.12629199028015137,0.037409067153930664,7,0,0,0
Clark,40,672,5,normal,0.13634300231933594,0.034098148345947266,0,7,0,0
Clark,40,672,5,anomalous,0.13634300231933594,0.033763885498046875,7,0,0,0
Clark,40,672,10,normal,0.12590479850769043,0.0358428955078125,0,6,1,0
Clark,40,672,10,anomalous,0.12590479850769043,0.04205179214477539,7,0,0,0
Clark,40,672,15,normal,0.14198017120361328,0.03548002243041992,0,6,1,0
Clark,40,672,15,anomalous,0.14198017120361328,0.03734612464904785,7,0,0,0
Clark,50,672,1,normal,0.14949917793273926,0.041082143783569336,0,7,0,0
Clark,50,672,1,anomalous,0.14949917793273926,0.0432741641998291,7,0,0,0
Clark,50,672,2.5,normal,0.15103578567504883,0.04255485534667969,0,7,0,0
Clark,50,672,2.5,anomalous,0.15103578567504883,0.04457807540893555,7,0,0,0
Clark,50,672,5,normal,0.14550209045410156,0.03990912437438965,0,7,0,0
Clark,50,672,5,anomalous,0.14550209045410156,0.041697025299072266,7,0,0,0
Clark,50,672,10,normal,0.15614700317382812,0.042864084243774414,0,7,0,0
Clark,50,672,10,anomalous,0.15614700317382812,0.043344974517822266,7,0,0,0
Clark,50,672,15,normal,0.1502680778503418,0.04006624221801758,0,6,1,0
Clark,50,672,15,anomalous,0.1502680778503418,0.041023969650268555,7,0,0,0
Clark,10,1008,1,normal,0.061161041259765625,0.01602792739868164,0,5,0,0
Clark,10,1008,1,anomalous,0.061161041259765625,0.015625,5,0,0,0
Clark,10,1008,2.5,normal,0.060597896575927734,0.01623988151550293,0,5,0,0
Clark,10,1008,2.5,anomalous,0.060597896575927734,0.016998291015625,5,0,0,0
Clark,10,1008,5,normal,0.06467723846435547,0.01692795753479004,0,4,1,0
Clark,10,1008,5,anomalous,0.06467723846435547,0.017197132110595703,5,0,0,0
Clark,10,1008,10,normal,0.06344795227050781,0.017313003540039062,0,3,2,0
Clark,10,1008,10,anomalous,0.06344795227050781,0.018309831619262695,5,0,0,0
Clark,10,1008,15,normal,0.06560802459716797,0.020018815994262695,0,1,4,0
Clark,10,1008,15,anomalous,0.06560802459716797,0.02122211456298828,5,0,0,0
Clark,20,1008,1,normal,0.08640909194946289,0.02727198600769043,0,5,0,0
Clark,20,1008,1,anomalous,0.08640909194946289,0.02416682243347168,5,0,0,0
Clark,20,1008,2.5,normal,0.1141812801361084,0.028842926025390625,0,5,0,0
Clark,20,1008,2.5,anomalous,0.1141812801361084,0.03499197959899902,5,0,0,0
Clark,20,1008,5,normal,0.09551095962524414,0.023566007614135742,0,5,0,0
Clark,20,1008,5,anomalous,0.09551095962524414,0.02386188507080078,5,0,0,0
Clark,20,1008,10,normal,0.0791020393371582,0.022372007369995117,0,5,0,0
Clark,20,1008,10,anomalous,0.0791020393371582,0.0224759578704834,5,0,0,0
Clark,20,1008,15,normal,0.07700467109680176,0.021610021591186523,0,4,1,0
Clark,20,1008,15,anomalous,0.07700467109680176,0.021684885025024414,5,0,0,0
Clark,30,1008,1,normal,0.08838200569152832,0.026418209075927734,0,5,0,0
Clark,30,1008,1,anomalous,0.08838200569152832,0.02519822120666504,5,0,0,0
Clark,30,1008,2.5,normal,0.08878493309020996,0.025878190994262695,0,5,0,0
Clark,30,1008,2.5,anomalous,0.08878493309020996,0.02650904655456543,5,0,0,0
Clark,30,1008,5,normal,0.09091782569885254,0.025846004486083984,0,5,0,0
Clark,30,1008,5,anomalous,0.09091782569885254,0.025274991989135742,5,0,0,0
Clark,30,1008,10,normal,0.08440089225769043,0.02590203285217285,0,5,0,0
Clark,30,1008,10,anomalous,0.08440089225769043,0.025681257247924805,5,0,0,0
Clark,30,1008,15,normal,0.09157800674438477,0.02674722671508789,0,4,1,0
Clark,30,1008,15,anomalous,0.09157800674438477,0.027027130126953125,5,0,0,0
Clark,40,1008,1,normal,0.10811209678649902,0.03132176399230957,0,4,1,0
Clark,40,1008,1,anomalous,0.10811209678649902,0.03179812431335449,5,0,0,0
Clark,40,1008,2.5,normal,0.11009716987609863,0.03199005126953125,0,4,1,0
Clark,40,1008,2.5,anomalous,0.11009716987609863,0.03299403190612793,5,0,0,0
Clark,40,1008,5,normal,0.10660576820373535,0.0293576717376709,0,4,1,0
Clark,40,1008,5,anomalous,0.10660576820373535,0.029462814331054688,5,0,0,0
Clark,40,1008,10,normal,0.10276198387145996,0.03206610679626465,0,4,1,0
Clark,40,1008,10,anomalous,0.10276198387145996,0.032073974609375,5,0,0,0
Clark,40,1008,15,normal,0.10613203048706055,0.031493186950683594,0,4,1,0
Clark,40,1008,15,anomalous,0.10613203048706055,0.029842138290405273,5,0,0,0
Clark,50,1008,1,normal,0.11736488342285156,0.03696084022521973,0,4,1,0
Clark,50,1008,1,anomalous,0.11736488342285156,0.03903985023498535,5,0,0,0
Clark,50,1008,2.5,normal,0.12229800224304199,0.03545498847961426,0,3,2,0
Clark,50,1008,2.5,anomalous,0.12229800224304199,0.04610610008239746,5,0,0,0
Clark,50,1008,5,normal,0.12339091300964355,0.03574395179748535,0,3,2,0
Clark,50,1008,5,anomalous,0.12339091300964355,0.03698301315307617,5,0,0,0
Clark,50,1008,10,normal,0.11806011199951172,0.035806894302368164,0,3,2,0
Clark,50,1008,10,anomalous,0.11806011199951172,0.03819894790649414,5,0,0,0
Clark,50,1008,15,normal,0.14045214653015137,0.04780077934265137,0,2,3,0
Clark,50,1008,15,anomalous,0.14045214653015137,0.04078483581542969,5,0,0,0
