DT,Usage
47132,0.02
47133,0.01
47134,0.0
47135,0.0
47136,0.0
47137,0.0
47138,0.0
47139,0.0
47140,0.0
47141,0.0
47142,0.0
47143,0.0
47144,0.0
47145,0.0
47146,0.0
47147,0.0
47148,0.0
47201,0.0
47202,0.0
47203,0.0
47204,0.0
47205,0.0
47206,0.0
47207,0.0
47208,0.0
47209,0.0
47210,0.0
47211,0.0
47212,0.0
47213,0.0
47214,0.0
47215,0.0
47216,0.06
47217,0.18
47218,0.27
47219,0.34
47220,0.41
47221,0.41
47222,0.41
47223,0.53
47224,0.42
47225,0.54
47226,0.43
47227,0.28
47228,0.12
47229,0.03
47230,0.01
47231,0.02
47232,0.01
47233,0.01
47234,0.0
47235,0.0
47236,0.0
47237,0.0
47238,0.0
47239,0.0
47240,0.0
47241,0.0
47242,0.0
47243,0.0
47244,0.01
47245,0.0
47246,0.0
47247,0.0
47248,0.0
47301,0.0
47302,0.0
47303,0.0
47304,0.0
47305,0.0
47306,0.0
47307,0.0
47308,0.0
47309,0.0
47310,0.0
47311,0.0
47312,0.0
47313,0.0
47314,0.0
47315,0.0
47316,0.05
47317,0.17
47318,0.28
47319,0.34
47320,0.41
47321,0.46
47322,0.49
47323,0.52
47324,0.54
47325,0.54
47326,0.45
47327,0.29
47328,0.12
47329,0.04
47330,0.02
47331,0.01
47332,0.01
47333,0.01
47334,0.0
47335,0.0
47336,0.0
47337,0.0
47338,0.0
47339,0.0
47340,0.0
47341,0.0
47342,0.0
47343,0.0
47344,0.0
47345,0.0
47346,0.0
47347,0.0
47348,0.0
47401,0.0
47402,0.0
47403,0.0
47404,0.0
47405,0.0
47406,0.0
47407,0.0
47408,0.0
47409,0.0
47410,0.0
47411,0.0
47412,0.0
47413,0.0
47414,0.0
47415,0.01
47416,0.05
47417,0.17
47418,0.27
47419,0.35
47420,0.42
47421,0.46
47422,0.51
47423,0.53
47424,0.54
47425,0.54
47426,0.33
47427,0.04
47428,0.04
47429,0.03
47430,0.03
47431,0.02
47432,0.01
47433,0.01
47434,0.0
47435,0.0
47436,0.0
47437,0.0
47438,0.0
47439,0.0
47440,0.0
47441,0.0
47442,0.0
47443,0.0
47444,0.0
47445,0.0
47446,0.0
47447,0.0
47448,0.0
47501,0.0
47502,0.0
47503,0.0
47504,0.0
47505,0.0
47506,0.0
47507,0.0
47508,0.0
47509,0.0
47510,0.0
47511,0.0
47512,0.0
47513,0.0
47514,0.0
47515,0.01
47516,0.05
47517,0.17
47518,0.26
47519,0.34
47520,0.4
47521,0.45
47522,0.48
47523,0.51
47524,0.53
47525,0.53
47526,0.4
47527,0.14
47528,0.19
47529,0.07
47530,0.02
47531,0.02
47532,0.01
47533,0.01
47534,0.0
47535,0.0
47536,0.0
47537,0.0
47538,0.0
47539,0.0
47540,0.0
47541,0.0
47542,0.0
47543,0.0
47544,0.0
47545,0.0
47546,0.0
47547,0.0
47548,0.0
47601,0.0
47602,0.0
47603,0.0
47604,0.0
47605,0.0
47606,0.0
47607,0.0
47608,0.0
47609,0.0
47610,0.0
47611,0.0
47612,0.0
47613,0.0
47614,0.0
47615,0.0
47616,0.04
47617,0.17
47618,0.26
47619,0.34
47620,0.4
47621,0.46
47622,0.49
47623,0.51
47624,0.53
47625,0.53
47626,0.47
47627,0.29
47628,0.21
47629,0.05
47630,0.03
47631,0.02
47632,0.01
47633,0.01
47634,0.0
47635,0.0
47636,0.0
47637,0.0
47638,0.0
47639,0.0
47640,0.0
47641,0.0
47642,0.0
47643,0.0
47644,0.0
47645,0.0
47646,0.0
47647,0.0
47648,0.0
47701,0.0
47702,0.0
47703,0.0
47704,0.0
47705,0.0
47706,0.0
47707,0.0
47708,0.0
47709,0.0
47710,0.0
47711,0.0
47712,0.0
47713,0.0
47714,0.0
47715,0.0
47716,0.01
47717,0.02
47718,0.04
47719,0.04
47720,0.02
47721,0.01
47722,0.03
47723,0.05
47724,0.06
47725,0.06
47726,0.07
47727,0.07
47728,0.07
47729,0.07
47730,0.08
47731,0.06
47732,0.03
47733,0.01
47734,0.0
47735,0.0
47736,0.0
47737,0.0
47738,0.0
47739,0.0
47740,0.0
47741,0.0
47742,0.0
47743,0.0
47744,0.0
47745,0.0
47746,0.0
47747,0.0
47748,0.0
47801,0.0
47802,0.0
47803,0.0
47804,0.0
47805,0.0
47806,0.0
47807,0.0
47808,0.0
47809,0.0
47810,0.0
47811,0.0
47812,0.0
47813,0.0
47814,0.0
47815,0.01
47816,0.04
47817,0.17
47818,0.26
47819,0.34
47820,0.4
47821,0.46
47822,0.49
47823,0.52
47824,0.53
47825,0.46
47826,0.36
47827,0.12
47828,0.09
47829,0.07
47830,0.04
47831,0.03
47832,0.03
47833,0.04
47834,0.01
47835,0.0
47836,0.0
47837,0.0
47838,0.0
47839,0.0
47840,0.0
47841,0.0
47842,0.0
47843,0.0
47844,0.0
47845,0.0
47846,0.0
47847,0.0
47848,0.0
47901,0.0
47902,0.01
47903,0.0
47904,0.0
47905,0.0
47906,0.0
47907,0.0
47908,0.0
47909,0.0
47910,0.0
47911,0.0
47912,0.0
47913,0.0
47914,0.0
47915,0.0
47916,0.01
47917,0.06
47918,0.05
47919,0.1
47920,0.13
47921,0.12
47922,0.17
47923,0.19
47924,0.13
47925,0.16
47926,0.16
47927,0.14
47928,0.09
47929,0.04
47930,0.06
47931,0.04
47932,0.06
47933,0.01
47934,0.0
47935,0.0
47936,0.0
47937,0.0
47938,0.0
47939,0.0
47940,0.0
47941,0.0
47942,0.0
47943,0.0
47944,0.0
47945,0.0
47946,0.0
47947,0.0
47948,0.0
48001,0.0
48002,0.0
48003,0.0
48004,0.0
48005,0.0
48006,0.0
48007,0.0
48008,0.0
48009,0.0
48010,0.0
48011,0.0
48012,0.0
48013,0.0
48014,0.0
48015,0.01
48016,0.01
48017,0.05
48018,0.11
48019,0.17
48020,0.19
48021,0.21
48022,0.14
48023,0.24
48024,0.33
48025,0.24
48026,0.18
48027,0.26
48028,0.2
48029,0.13
48030,0.11
48031,0.07
48032,0.04
48033,0.02
48034,0.01
48035,0.0
48036,0.0
48037,0.0
48038,0.0
48039,0.0
48040,0.0
48041,0.0
48042,0.0
48043,0.0
48044,0.0
48045,0.0
48046,0.0
48047,0.0
48048,0.0
48101,0.0
48102,0.0
48103,0.0
48104,0.0
48105,0.0
48106,0.0
48107,0.0
48108,0.0
48109,0.0
48110,0.0
48111,0.0
48112,0.0
48113,0.01
48114,0.0
48115,0.0
48116,0.02
48117,0.06
48118,0.1
48119,0.09
48120,0.09
48121,0.14
48122,0.17
48123,0.16
48124,0.16
48125,0.14
48126,0.16
48127,0.23
48128,0.08
48129,0.04
48130,0.07
48131,0.03
48132,0.04
48133,0.03
48134,0.0
48135,0.0
48136,0.0
48137,0.0
48138,0.0
48139,0.0
48140,0.0
48141,0.0
48142,0.0
48143,0.0
48144,0.0
48145,0.0
48146,0.0
48147,0.01
48148,0.0
48201,0.0
48202,0.0
48203,0.0
48204,0.0
48205,0.0
48206,0.0
48207,0.0
48208,0.0
48209,0.0
48210,0.0
48211,0.0
48212,0.0
48213,0.0
48214,0.0
48215,0.01
48216,0.04
48217,0.14
48218,0.17
48219,0.14
48220,0.24
48221,0.45
48222,0.47
48223,0.49
48224,0.49
48225,0.31
48226,0.37
48227,0.2
48228,0.07
48229,0.06
48230,0.07
48231,0.05
48232,0.03
48233,0.01
48234,0.01
48235,0.0
48236,0.0
48237,0.0
48238,0.0
48239,0.0
48240,0.0
48241,0.0
48242,0.0
48243,0.0
48244,0.0
48245,0.0
48246,0.0
48247,0.0
48248,0.0
48301,0.0
48302,0.0
48303,0.0
48304,0.0
48305,0.0
48306,0.0
48307,0.0
48308,0.0
48309,0.0
48310,0.0
48311,0.0
48312,0.0
48313,0.0
48314,0.0
48315,0.01
48316,0.04
48317,0.08
48318,0.12
48319,0.23
48320,0.38
48321,0.47
48322,0.49
48323,0.52
48324,0.54
48325,0.49
48326,0.49
48327,0.19
48328,0.19
48329,0.1
48330,0.08
48331,0.05
48332,0.03
48333,0.0
48334,0.0
48335,0.0
48336,0.0
48337,0.0
48338,0.0
48339,0.0
48340,0.0
48341,0.0
48342,0.0
48343,0.0
48344,0.0
48345,0.0
48346,0.0
48347,0.0
48348,0.0
48401,0.0
48402,0.0
48403,0.0
48404,0.0
48405,0.0
48406,0.0
48407,0.0
48408,0.0
48409,0.0
48410,0.0
48411,0.0
48412,0.0
48413,0.0
48414,0.0
48415,0.0
48416,0.0
48417,0.0
48418,0.0
48419,0.03
48420,0.07
48421,0.34
48422,0.19
48423,0.25
48424,0.26
48425,0.24
48426,0.26
48427,0.22
48428,0.13
48429,0.11
48430,0.09
48431,0.04
48432,0.06
48433,0.01
48434,0.0
48435,0.0
48436,0.0
48437,0.0
48438,0.0
48439,0.0
48440,0.0
48441,0.0
48442,0.0
48443,0.0
48444,0.01
48445,0.0
48446,0.0
48447,0.0
48448,0.0
48501,0.0
48502,0.0
48503,0.0
48504,0.0
48505,0.0
48506,0.0
48507,0.0
48508,0.0
48509,0.0
48510,0.0
48511,0.0
48512,0.0
48513,0.0
48514,0.0
48515,0.0
48516,0.0
48517,0.0
48518,0.01
48519,0.04
48520,0.07
48521,0.09
48522,0.06
48523,0.15
48524,0.11
48525,0.01
48526,0.0
48527,0.01
48528,0.02
48529,0.0
48530,0.0
48531,0.01
48532,0.0
48533,0.0
48534,0.0
48535,0.0
48536,0.0
48537,0.0
48538,0.0
48539,0.0
48540,0.0
48541,0.0
48542,0.0
48543,0.0
48544,0.0
48545,0.0
48546,0.0
48547,0.0
48548,0.0
48601,0.0
48602,0.0
48603,0.0
48604,0.0
48605,0.0
48606,0.0
48607,0.0
48608,0.0
48609,0.0
48610,0.0
48611,0.0
48612,0.0
48613,0.0
48614,0.0
48615,0.0
48616,0.01
48617,0.01
48618,0.02
48619,0.04
48620,0.07
48621,0.06
48622,0.01
48623,0.02
48624,0.03
48625,0.02
48626,0.03
48627,0.03
48628,0.0
48629,0.01
48630,0.0
48631,0.01
48632,0.03
48633,0.01
48634,0.01
48635,0.0
48636,0.0
48637,0.0
48638,0.0
48639,0.0
48640,0.0
48641,0.0
48642,0.0
48643,0.0
48644,0.0
48645,0.0
48646,0.0
48647,0.0
48648,0.0
48701,0.0
48702,0.0
48703,0.0
48704,0.0
48705,0.0
48706,0.0
48707,0.0
48708,0.0
48709,0.01
48710,0.0
48711,0.0
48712,0.0
48713,0.0
48714,0.0
48715,0.0
48716,0.03
48717,0.06
48718,0.18
48719,0.12
48720,0.21
48721,0.26
48722,0.47
48723,0.38
48724,0.21
48725,0.49
48726,0.47
48727,0.29
48728,0.18
48729,0.14
48730,0.13
48731,0.08
48732,0.07
48733,0.04
48734,0.01
48735,0.0
48736,0.01
48737,0.0
48738,0.0
48739,0.0
48740,0.0
48741,0.0
48742,0.0
48743,0.0
48744,0.0
48745,0.0
48746,0.0
48747,0.0
48748,0.0
48801,0.0
48802,0.0
48803,0.0
48804,0.0
48805,0.0
48806,0.0
48807,0.0
48808,0.0
48809,0.0
48810,0.0
48811,0.0
48812,0.0
48813,0.0
48814,0.0
48815,0.01
48816,0.02
48817,0.19
48818,0.29
48819,0.31
48820,0.39
48821,0.39
48822,0.47
48823,0.34
48824,0.41
48825,0.27
48826,0.32
48827,0.28
48828,0.16
48829,0.11
48830,0.11
48831,0.04
48832,0.06
48833,0.03
48834,0.01
48835,0.0
48836,0.01
48837,0.0
48838,0.0
48839,0.0
48840,0.0
48841,0.0
48842,0.0
48843,0.0
48844,0.0
48845,0.0
48846,0.0
48847,0.0
48848,0.0
48901,0.0
48902,0.0
48903,0.0
48904,0.0
48905,0.0
48906,0.0
48907,0.0
48908,0.0
48909,0.0
48910,0.0
48911,0.0
48912,0.0
48913,0.0
48914,0.0
48915,0.01
48916,0.02
48917,0.13
48918,0.28
48919,0.22
48920,0.19
48921,0.22
48922,0.33
48923,0.52
48924,0.44
48925,0.38
48926,0.54
48927,0.41
48928,0.22
48929,0.07
48930,0.11
48931,0.09
48932,0.03
48933,0.03
48934,0.0
48935,0.0
48936,0.0
48937,0.0
48938,0.0
48939,0.0
48940,0.0
48941,0.0
48942,0.0
48943,0.0
48944,0.0
48945,0.0
48946,0.0
48947,0.0
48948,0.0
49001,0.0
49002,0.0
49003,0.0
49004,0.01
49005,0.0
49006,0.0
49007,0.0
49008,0.0
49009,0.0
49010,0.0
49011,0.0
49012,0.0
49013,0.0
49014,0.0
49015,0.0
49016,0.02
49017,0.18
49018,0.28
49019,0.35
49020,0.41
49021,0.45
49022,0.49
49023,0.39
49024,0.52
49025,0.49
49026,0.57
49027,0.47
49028,0.17
49029,0.07
49030,0.08
49031,0.05
49032,0.04
49033,0.01
49034,0.0
49035,0.0
49036,0.0
49037,0.0
49038,0.01
49039,0.0
49040,0.0
49041,0.0
49042,0.0
49043,0.0
49044,0.0
49045,0.0
49046,0.0
49047,0.0
49048,0.0
49101,0.0
49102,0.0
49103,0.0
49104,0.0
49105,0.0
49106,0.0
49107,0.0
49108,0.0
49109,0.0
49110,0.0
49111,0.0
49112,0.0
49113,0.0
49114,0.0
49115,0.0
49116,0.01
49117,0.13
49118,0.28
49119,0.34
49120,0.41
49121,0.38
49122,0.28
49123,0.39
49124,0.27
49125,0.52
49126,0.4
49127,0.34
49128,0.18
49129,0.08
49130,0.05
49131,0.11
49132,0.04
49133,0.05
49134,0.01
49135,0.0
49136,0.0
49137,0.0
49138,0.0
49139,0.0
49140,0.0
49141,0.0
49142,0.0
49143,0.0
49144,0.0
49145,0.0
49146,0.0
49147,0.0
49148,0.0
49201,0.0
49202,0.0
49203,0.0
49204,0.0
49205,0.0
49206,0.0
49207,0.0
49208,0.0
49209,0.0
49210,0.0
49211,0.0
49212,0.0
49213,0.0
49214,0.0
49215,0.01
49216,0.02
49217,0.17
49218,0.28
49219,0.36
49220,0.41
49221,0.46
49222,0.49
49223,0.52
49224,0.39
49225,0.53
49226,0.53
49227,0.52
49228,0.36
49229,0.23
49230,0.03
49231,0.02
49232,0.01
49233,0.01
49234,0.0
49235,0.0
49236,0.0
49237,0.0
49238,0.0
49239,0.0
49240,0.0
49241,0.0
49242,0.0
49243,0.01
49244,0.0
49245,0.0
49246,0.0
49247,0.0
49248,0.0
49301,0.0
49302,0.0
49303,0.0
49304,0.0
49305,0.0
49306,0.0
49307,0.0
49308,0.0
49309,0.0
49310,0.0
49311,0.0
49312,0.0
49313,0.0
49314,0.0
49315,0.0
49316,0.03
49317,0.18
49318,0.29
49319,0.36
49320,0.42
49321,0.47
49322,0.51
49323,0.53
49324,0.49
49325,0.54
49326,0.53
49327,0.52
49328,0.38
49329,0.24
49330,0.03
49331,0.02
49332,0.02
49333,0.01
49334,0.0
49335,0.0
49336,0.0
49337,0.0
49338,0.0
49339,0.0
49340,0.0
49341,0.0
49342,0.0
49343,0.0
49344,0.0
49345,0.0
49346,0.0
49347,0.0
49348,0.0
49401,0.0
49402,0.0
49403,0.0
49404,0.01
49405,0.0
49406,0.0
49407,0.0
49408,0.0
49409,0.0
49410,0.0
49411,0.0
49412,0.0
49413,0.0
49414,0.0
49415,0.0
49416,0.03
49417,0.19
49418,0.29
49419,0.36
49420,0.42
49421,0.46
49422,0.49
49423,0.51
49424,0.53
49425,0.53
49426,0.53
49427,0.52
49428,0.41
49429,0.25
49430,0.03
49431,0.02
49432,0.02
49433,0.01
49434,0.0
49435,0.0
49436,0.0
49437,0.0
49438,0.0
49439,0.0
49440,0.0
49441,0.0
49442,0.0
49443,0.0
49444,0.0
49445,0.0
49446,0.0
49447,0.0
49448,0.0
49501,0.0
49502,0.0
49503,0.0
49504,0.0
49505,0.0
49506,0.0
49507,0.0
49508,0.0
49509,0.0
49510,0.0
49511,0.0
49512,0.0
49513,0.0
49514,0.0
49515,0.01
49516,0.02
49517,0.19
49518,0.31
49519,0.25
49520,0.41
49521,0.47
49522,0.41
49523,0.36
49524,0.36
49525,0.51
49526,0.41
49527,0.49
49528,0.33
49529,0.07
49530,0.04
49531,0.03
49532,0.04
49533,0.03
49534,0.01
49535,0.0
49536,0.0
49537,0.0
49538,0.0
49539,0.0
49540,0.0
49541,0.0
49542,0.0
49543,0.0
49544,0.0
49545,0.0
49546,0.0
49547,0.0
49548,0.0
49601,0.01
49602,0.0
49603,0.0
49604,0.0
49605,0.0
49606,0.0
49607,0.0
49608,0.0
49609,0.0
49610,0.0
49611,0.0
49612,0.0
49613,0.0
49614,0.0
49615,0.0
49616,0.03
49617,0.17
49618,0.16
49619,0.14
49620,0.19
49621,0.31
49622,0.47
49623,0.47
49624,0.51
49625,0.18
49626,0.38
49627,0.45
49628,0.27
49629,0.16
49630,0.05
49631,0.03
49632,0.06
49633,0.03
49634,0.01
49635,0.0
49636,0.0
49637,0.0
49638,0.0
49639,0.0
49640,0.0
49641,0.0
49642,0.0
49643,0.0
49644,0.0
49645,0.0
49646,0.0
49647,0.0
49648,0.0
49701,0.0
49702,0.0
49703,0.0
49704,0.0
49705,0.0
49706,0.0
49707,0.0
49708,0.0
49709,0.0
49710,0.0
49711,0.0
49712,0.0
49713,0.0
49714,0.0
49715,0.01
49716,0.03
49717,0.19
49718,0.26
49719,0.32
49720,0.29
49721,0.28
49722,0.48
49723,0.51
49724,0.51
49725,0.44
49726,0.45
49727,0.53
49728,0.47
49729,0.22
49730,0.14
49731,0.05
49732,0.02
49733,0.01
49734,0.01
49735,0.0
49736,0.0
49737,0.0
49738,0.0
49739,0.0
49740,0.0
49741,0.0
49742,0.0
49743,0.0
49744,0.0
49745,0.0
49746,0.0
49747,0.0
49748,0.0
49801,0.0
49802,0.0
49803,0.0
49804,0.0
49805,0.0
49806,0.0
49807,0.0
49808,0.0
49809,0.0
49810,0.0
49811,0.0
49812,0.0
49813,0.0
49814,0.0
49815,0.0
49816,0.01
49817,0.03
49818,0.01
49819,0.06
49820,0.04
49821,0.12
49822,0.36
49823,0.41
49824,0.21
49825,0.23
49826,0.27
49827,0.52
49828,0.45
49829,0.27
49830,0.04
49831,0.03
49832,0.02
49833,0.01
49834,0.01
49835,0.0
49836,0.0
49837,0.0
49838,0.0
49839,0.0
49840,0.0
49841,0.0
49842,0.0
49843,0.0
49844,0.0
49845,0.0
49846,0.0
49847,0.0
49848,0.0
49901,0.0
49902,0.0
49903,0.0
49904,0.0
49905,0.0
49906,0.0
49907,0.0
49908,0.0
49909,0.0
49910,0.0
49911,0.0
49912,0.0
49913,0.0
49914,0.0
49915,0.01
49916,0.02
49917,0.18
49918,0.28
49919,0.34
49920,0.39
49921,0.44
49922,0.47
49923,0.49
49924,0.51
49925,0.51
49926,0.51
49927,0.49
49928,0.46
49929,0.29
49930,0.05
49931,0.03
49932,0.02
49933,0.01
49934,0.0
49935,0.0
49936,0.0
49937,0.0
49938,0.0
49939,0.0
49940,0.0
49941,0.0
49942,0.0
49943,0.0
49944,0.01
49945,0.0
49946,0.0
49947,0.0
49948,0.0
50001,0.0
50002,0.0
50003,0.0
50004,0.0
50005,0.0
50006,0.0
50007,0.0
50008,0.0
50009,0.0
50010,0.0
50011,0.0
50012,0.0
50013,0.0
50014,0.0
50015,0.01
50016,0.02
50017,0.19
50018,0.28
50019,0.36
50020,0.41
50021,0.46
50022,0.5
50023,0.42
50024,0.53
50025,0.53
50026,0.53
50027,0.52
50028,0.47
50029,0.3
50030,0.06
50031,0.02
50032,0.02
50033,0.01
50034,0.01
50035,0.0
50036,0.0
50037,0.0
50038,0.0
50039,0.0
50040,0.0
50041,0.0
50042,0.0
50043,0.0
50044,0.0
50045,0.0
50046,0.0
50047,0.0
50048,0.0
50101,0.0
50102,0.0
50103,0.0
50104,0.0
50105,0.0
50106,0.0
50107,0.0
50108,0.0
50109,0.0
50110,0.0
50111,0.0
50112,0.0
50113,0.01
50114,0.0
50115,0.01
50116,0.02
50117,0.18
50118,0.28
50119,0.34
50120,0.41
50121,0.43
50122,0.18
50123,0.3
50124,0.21
50125,0.35
50126,0.53
50127,0.54
50128,0.5
50129,0.21
50130,0.06
50131,0.07
50132,0.06
50133,0.03
50134,0.02
50135,0.0
50136,0.0
50137,0.0
50138,0.0
50139,0.0
50140,0.0
50141,0.0
50142,0.0
50143,0.0
50144,0.0
50145,0.0
50146,0.0
50147,0.0
50148,0.0
50201,0.0
50202,0.0
50203,0.0
50204,0.0
50205,0.0
50206,0.0
50207,0.0
50208,0.0
50209,0.0
50210,0.0
50211,0.0
50212,0.0
50213,0.0
50214,0.0
50215,0.0
50216,0.01
50217,0.01
50218,0.04
50219,0.15
50220,0.13
50221,0.11
50222,0.37
50223,0.5
50224,0.36
50225,0.19
50226,0.18
50227,0.17
50228,0.23
50229,0.21
50230,0.01
50231,0.04
50232,0.07
50233,0.04
50234,0.0
50235,0.0
50236,0.0
50237,0.0
50238,0.0
50239,0.0
50240,0.0
50241,0.0
50242,0.0
50243,0.0
50244,0.0
50245,0.0
50246,0.0
50247,0.0
50248,0.0
50301,0.0
50302,0.0
50303,0.0
50304,0.01
50305,0.0
50306,0.0
50307,0.0
50308,0.0
50309,0.0
50310,0.0
50311,0.0
50312,0.0
50313,0.0
50314,0.0
50315,0.01
50316,0.03
50317,0.17
50318,0.29
50319,0.37
50320,0.42
50321,0.47
50322,0.51
50323,0.54
50324,0.53
50325,0.54
50326,0.29
50327,0.26
50328,0.09
50329,0.13
50330,0.09
50331,0.04
50332,0.07
50333,0.03
50334,0.01
50335,0.0
50336,0.0
50337,0.0
50338,0.0
50339,0.0
50340,0.0
50341,0.0
50342,0.0
50343,0.0
50344,0.0
50345,0.0
50346,0.0
50347,0.0
50348,0.0
50401,0.0
50402,0.0
50403,0.0
50404,0.0
50405,0.0
50406,0.0
50407,0.0
50408,0.0
50409,0.0
50410,0.0
50411,0.0
50412,0.0
50413,0.0
50414,0.0
50415,0.02
50416,0.03
50417,0.07
50418,0.11
50419,0.17
50420,0.25
50421,0.24
50422,0.25
50423,0.27
50424,0.29
50425,0.26
50426,0.28
50427,0.33
50428,0.2
50429,0.18
50430,0.07
50431,0.07
50432,0.06
50433,0.05
50434,0.01
50435,0.0
50436,0.0
50437,0.0
50438,0.0
50439,0.0
50440,0.0
50441,0.0
50442,0.0
50443,0.0
50444,0.0
50445,0.0
50446,0.0
50447,0.0
50448,0.01
50501,0.0
50502,0.0
50503,0.0
50504,0.0
50505,0.0
50506,0.0
50507,0.0
50508,0.0
50509,0.0
50510,0.0
50511,0.0
50512,0.0
50513,0.0
50514,0.0
50515,0.01
50516,0.03
50517,0.19
50518,0.3
50519,0.38
50520,0.36
50521,0.49
50522,0.52
50523,0.55
50524,0.56
50525,0.56
50526,0.56
50527,0.54
50528,0.53
50529,0.3
50530,0.06
50531,0.09
50532,0.06
50533,0.03
50534,0.01
50535,0.0
50536,0.0
50537,0.0
50538,0.0
50539,0.01
50540,0.0
50541,0.0
50542,0.0
50543,0.0
50544,0.0
50545,0.0
50546,0.0
50547,0.0
50548,0.0
50601,0.0
50602,0.0
50603,0.0
50604,0.0
50605,0.0
50606,0.0
50607,0.0
50608,0.0
50609,0.0
50610,0.0
50611,0.0
50612,0.0
50613,0.0
50614,0.0
50615,0.01
50616,0.04
50617,0.17
50618,0.16
50619,0.26
50620,0.36
50621,0.38
50622,0.33
50623,0.16
50624,0.24
50625,0.19
50626,0.29
50627,0.49
50628,0.53
50629,0.33
50630,0.15
50631,0.09
50632,0.09
50633,0.04
50634,0.02
50635,0.0
50636,0.0
50637,0.0
50638,0.0
50639,0.0
50640,0.0
50641,0.0
50642,0.0
50643,0.0
50644,0.0
50645,0.0
50646,0.0
50647,0.0
50648,0.0
50701,0.0
50702,0.0
50703,0.0
50704,0.0
50705,0.0
50706,0.0
50707,0.0
50708,0.0
50709,0.0
50710,0.0
50711,0.0
50712,0.0
50713,0.0
50714,0.0
50715,0.03
50716,0.05
50717,0.09
50718,0.17
50719,0.15
50720,0.28
50721,0.2
50722,0.31
50723,0.12
50724,0.33
50725,0.34
50726,0.37
50727,0.49
50728,0.34
50729,0.06
50730,0.11
50731,0.06
50732,0.03
50733,0.03
50734,0.01
50735,0.0
50736,0.0
50737,0.0
50738,0.0
50739,0.0
50740,0.0
50741,0.0
50742,0.0
50743,0.0
50744,0.0
50745,0.0
50746,0.0
50747,0.0
50748,0.0
50801,0.0
50802,0.0
50803,0.0
50804,0.0
50805,0.0
50806,0.0
50807,0.0
50808,0.0
50809,0.0
50810,0.0
50811,0.0
50812,0.0
50813,0.0
50814,0.0
50815,0.01
50816,0.03
50817,0.19
50818,0.32
50819,0.38
50820,0.44
50821,0.49
50822,0.53
50823,0.49
50824,0.51
50825,0.51
50826,0.52
50827,0.24
50828,0.2
50829,0.33
50830,0.14
50831,0.09
50832,0.08
50833,0.06
50834,0.01
50835,0.0
50836,0.0
50837,0.01
50838,0.0
50839,0.0
50840,0.0
50841,0.0
50842,0.0
50843,0.0
50844,0.0
50845,0.0
50846,0.0
50847,0.0
50848,0.0
50901,0.0
50902,0.0
50903,0.0
50904,0.0
50905,0.0
50906,0.0
50907,0.0
50908,0.0
50909,0.0
50910,0.0
50911,0.0
50912,0.0
50913,0.0
50914,0.0
50915,0.01
50916,0.05
50917,0.1
50918,0.12
50919,0.13
50920,0.11
50921,0.16
50922,0.14
50923,0.31
50924,0.19
50925,0.16
50926,0.17
50927,0.18
50928,0.29
50929,0.19
50930,0.12
